"","x1_department","x2_salary","x3_timecompany","x4_promotion5yr","x5_workaccident","x6_workhours","x7_nprojects","x8_lasteval","x9_satisflevel","y_empleft"
"9099","sales","low",3,0,0,228,4,52,96,0
"9100","sales","low",3,0,0,204,3,75,69,0
"9101","sales","low",2,0,0,148,4,90,69,0
"9102","sales","low",2,0,0,221,3,94,64,0
"9103","sales","low",3,0,0,271,4,48,62,0
"9104","sales","low",3,0,0,191,3,75,55,0
"9105","sales","low",2,0,0,223,4,51,98,0
"9106","sales","low",2,0,1,250,5,78,83,0
"9107","sales","low",2,0,0,230,3,77,73,0
"9108","sales","low",2,0,0,226,3,86,58,0
"9109","sales","medium",3,0,0,182,4,67,52,0
"9110","sales","medium",3,0,0,195,3,70,91,0
"9111","accounting","medium",2,0,0,231,3,64,72,0
"9112","accounting","medium",3,0,0,224,3,74,70,0
"9113","accounting","medium",4,0,0,229,4,92,86,0
"9114","hr","medium",3,0,1,158,2,57,82,0
"9115","hr","medium",3,0,1,242,4,78,83,0
"9116","hr","medium",3,0,0,183,3,64,99,0
"9117","hr","medium",4,0,0,213,5,58,88,0
"9118","technical","medium",2,0,1,263,4,74,68,0
"9119","technical","medium",2,0,0,237,3,49,90,0
"9120","technical","medium",3,0,0,126,6,67,59,0
"9121","technical","high",2,0,0,168,6,71,76,0
"9122","technical","low",4,0,1,151,5,63,23,0
"9123","technical","medium",3,0,0,239,4,85,80,0
"9124","technical","medium",3,0,0,174,4,49,62,0
"9125","technical","medium",6,0,0,277,5,46,28,0
"9126","technical","medium",3,0,0,133,3,97,81,0
"9127","technical","low",3,0,0,150,4,91,64,0
"9128","technical","low",3,0,1,244,5,60,76,0
"9129","support","low",2,0,0,232,3,87,79,0
"9130","support","low",2,0,0,267,3,91,72,0
"9131","support","low",2,0,0,162,5,59,22,0
"9132","support","low",5,0,0,228,5,73,18,0
"9133","support","low",3,0,0,180,2,49,91,0
"9134","support","low",3,0,0,252,2,63,69,0
"9135","support","low",3,0,0,212,5,66,91,0
"9136","support","low",3,0,0,224,4,84,67,0
"9137","support","low",3,0,1,240,2,62,98,0
"9138","support","low",4,0,0,183,4,62,69,0
"9139","support","low",5,0,1,160,5,74,96,0
"9140","technical","low",3,0,0,225,4,68,69,0
"9141","technical","low",2,0,1,268,3,68,65,0
"9142","technical","low",3,0,0,221,3,75,70,0
"9143","management","low",2,0,0,173,3,94,48,0
"9144","IT","low",4,0,0,103,4,51,48,0
"9145","IT","low",3,0,1,196,4,89,16,0
"9146","IT","low",3,0,0,239,3,97,72,0
"9147","IT","low",2,0,0,171,3,71,91,0
"9148","IT","medium",3,0,0,243,3,54,74,0
"9149","product_mng","medium",2,0,0,153,2,56,56,0
"9150","product_mng","medium",3,0,0,142,6,41,56,0
"9151","product_mng","medium",2,0,0,168,5,55,88,0
"9152","product_mng","medium",4,0,0,180,5,90,86,0
"9153","IT","medium",3,0,0,186,4,84,66,0
"9154","other","medium",2,0,0,236,3,45,41,0
"9155","other","medium",3,0,0,267,5,83,68,0
"9156","other","medium",2,0,0,129,3,47,59,0
"9157","other","medium",3,0,0,181,3,78,52,0
"9158","other","medium",2,0,0,99,2,54,30,0
"9159","marketing","medium",3,0,1,170,5,67,44,0
"9160","sales","high",3,0,0,195,3,64,75,0
"9161","accounting","low",6,0,0,149,4,94,23,0
"9162","support","medium",2,0,0,132,6,46,34,0
"9163","technical","medium",3,0,0,164,3,59,52,0
"9164","management","medium",2,0,0,250,4,83,79,0
"9165","marketing","medium",2,0,0,204,3,77,50,0
"9166","marketing","low",3,0,0,210,3,65,89,0
"9167","marketing","low",3,0,0,98,6,52,84,0
"9168","sales","low",4,0,0,241,3,47,26,0
"9169","sales","low",4,0,0,203,5,96,57,0
"9170","sales","low",4,0,1,257,3,99,14,0
"9171","sales","low",2,0,0,201,5,62,94,0
"9172","sales","low",3,0,0,124,2,58,30,0
"9173","sales","low",3,0,0,175,6,43,29,0
"9174","sales","low",3,0,0,161,3,75,82,0
"9175","sales","low",4,0,1,183,4,75,62,0
"9176","sales","low",5,0,0,262,5,99,64,0
"9177","sales","low",4,0,0,184,4,52,17,0
"9178","sales","low",3,0,0,207,3,56,75,0
"9179","sales","low",3,0,0,185,4,73,49,0
"9180","sales","low",2,0,0,180,4,58,84,0
"9181","sales","low",2,0,1,224,4,96,48,0
"9182","sales","low",3,0,0,184,3,53,54,0
"9183","sales","low",3,0,1,252,5,99,76,0
"9184","sales","low",3,0,0,196,4,84,77,0
"9185","sales","low",2,0,0,203,4,97,95,0
"9186","sales","low",3,0,0,181,4,83,72,0
"9187","accounting","medium",3,0,0,148,4,67,74,0
"9188","accounting","medium",3,0,0,211,4,55,90,0
"9189","accounting","medium",3,0,0,246,3,55,67,0
"9190","hr","medium",3,0,0,258,4,55,97,0
"9191","hr","medium",4,0,0,231,3,59,55,0
"9192","hr","medium",5,0,0,184,2,95,32,0
"9193","hr","medium",2,0,1,146,3,42,40,0
"9194","technical","low",2,0,0,136,2,54,66,0
"9195","technical","low",2,0,0,266,4,77,70,0
"9196","technical","low",3,0,0,220,2,89,69,0
"9197","technical","low",2,0,0,248,2,57,72,0
"9198","technical","low",3,0,0,183,3,65,21,0
"9199","technical","low",3,0,0,169,3,90,91,0
"9200","technical","low",2,0,1,132,3,71,72,0
"9201","technical","low",3,0,0,197,3,72,96,0
"9202","technical","low",3,0,0,152,4,89,100,0
"9203","technical","low",6,0,0,126,3,51,63,0
"9204","technical","low",5,0,0,106,6,74,24,0
"9205","support","low",2,0,0,128,4,38,44,0
"9206","support","low",3,0,0,191,3,57,92,0
"9207","support","low",3,0,0,189,4,51,51,0
"9208","support","low",3,0,0,141,5,71,77,0
"9209","support","low",3,0,0,220,4,97,80,0
"9210","support","low",3,0,0,118,5,46,84,0
"9211","support","low",3,0,0,223,5,88,91,0
"9212","support","low",3,0,0,263,3,61,64,0
"9213","support","medium",4,0,1,209,5,59,15,0
"9214","support","medium",3,0,0,193,4,58,74,0
"9215","support","medium",3,0,0,211,4,78,94,0
"9216","technical","medium",3,0,0,192,3,58,57,0
"9217","technical","medium",3,0,0,156,5,63,92,0
"9218","technical","medium",2,0,1,278,5,54,76,0
"9219","management","medium",3,0,1,199,3,92,73,0
"9220","IT","medium",6,0,0,194,2,60,24,0
"9221","IT","medium",4,0,0,125,2,47,42,0
"9222","IT","medium",4,0,0,96,4,82,92,0
"9223","IT","medium",2,0,1,234,3,94,92,0
"9224","IT","medium",3,0,0,181,6,55,68,0
"9225","product_mng","medium",2,0,0,246,4,86,49,0
"9226","product_mng","medium",3,0,0,171,3,98,57,0
"9227","product_mng","medium",2,0,0,198,3,66,30,0
"9228","product_mng","medium",4,0,0,280,5,81,17,0
"9229","IT","medium",3,0,0,267,3,49,91,0
"9230","other","medium",2,0,0,251,3,91,83,0
"9231","other","medium",3,0,0,182,5,76,87,0
"9232","other","medium",3,0,0,157,4,80,71,0
"9233","other","medium",2,0,0,206,3,50,88,0
"9234","other","medium",3,0,1,237,3,94,63,0
"9235","marketing","medium",3,0,0,166,2,58,99,0
"9236","sales","medium",2,0,1,229,4,81,99,0
"9237","accounting","medium",3,0,0,256,5,53,77,0
"9238","support","medium",6,0,0,114,5,69,64,0
"9239","technical","medium",2,0,0,243,5,100,61,0
"9240","management","medium",5,0,0,199,3,82,37,0
"9241","marketing","medium",4,0,1,188,4,100,19,0
"9242","marketing","medium",2,0,0,187,4,87,96,0
"9243","marketing","medium",2,0,0,216,4,62,80,0
"9244","sales","low",5,0,0,215,6,63,14,0
"9245","sales","low",6,0,0,213,6,69,15,0
"9246","sales","low",4,0,0,198,4,82,52,0
"9247","sales","low",3,0,1,121,5,55,27,0
"9248","sales","low",3,0,0,212,3,96,97,0
"9249","sales","low",3,0,0,271,2,93,52,0
"9250","sales","low",2,0,0,186,3,89,98,0
"9251","sales","low",2,0,0,265,4,95,96,0
"9252","sales","low",3,0,0,151,3,92,28,0
"9253","sales","low",3,0,0,206,5,55,65,0
"9254","sales","low",3,0,1,153,4,63,59,0
"9255","sales","low",2,0,1,267,4,48,64,0
"9256","sales","low",3,0,0,161,3,48,71,0
"9257","sales","low",3,0,0,149,2,84,83,0
"9258","sales","low",4,0,1,269,2,94,95,0
"9259","sales","low",3,0,0,248,3,49,73,0
"9260","sales","low",2,0,0,243,4,75,81,0
"9261","sales","low",4,0,0,207,2,44,71,0
"9262","sales","low",6,0,0,111,6,56,80,0
"9263","accounting","low",2,0,0,226,3,53,85,0
"9264","accounting","low",3,0,1,151,2,70,41,0
"9265","accounting","medium",2,0,0,224,4,84,51,0
"9266","hr","medium",4,0,0,146,4,57,49,0
"9267","hr","medium",2,0,1,163,4,55,76,0
"9268","hr","medium",3,0,0,255,4,69,57,0
"9269","hr","medium",2,0,0,196,6,48,54,0
"9270","technical","medium",2,0,0,227,3,74,68,0
"9271","technical","medium",2,0,0,251,3,50,70,0
"9272","technical","medium",3,0,0,209,4,87,77,0
"9273","technical","medium",4,0,0,254,3,51,95,0
"9274","technical","low",2,0,1,249,3,64,50,0
"9275","technical","low",3,0,1,131,4,53,99,0
"9276","technical","low",2,0,0,142,5,51,94,0
"9277","technical","low",3,0,0,239,3,66,83,0
"9278","technical","low",3,0,1,225,3,81,64,0
"9279","technical","low",3,0,0,170,6,73,16,0
"9280","technical","low",2,0,0,254,3,71,83,0
"9281","support","low",2,0,0,156,4,73,93,0
"9282","support","low",3,0,0,151,3,64,32,0
"9283","support","low",3,0,0,200,3,90,12,0
"9284","support","low",3,0,1,184,3,50,50,0
"9285","support","low",2,0,0,257,3,74,57,0
"9286","support","low",5,0,1,194,5,75,25,0
"9287","support","low",2,0,1,139,3,56,98,0
"9288","support","low",2,0,1,273,3,51,81,0
"9289","support","low",3,0,0,261,5,63,94,0
"9290","support","low",3,0,1,135,3,57,83,0
"9291","support","low",5,0,0,207,4,40,77,0
"9292","technical","low",3,0,0,265,4,65,57,0
"9293","technical","medium",6,0,0,208,5,96,18,0
"9294","technical","medium",2,0,1,159,4,71,67,0
"9295","management","medium",6,0,0,151,4,47,35,0
"9296","IT","medium",4,0,0,97,3,44,78,0
"9297","IT","medium",3,0,0,154,4,79,72,0
"9298","IT","medium",3,0,0,264,3,58,90,0
"9299","IT","medium",2,0,0,135,3,49,58,0
"9300","IT","medium",2,0,0,238,3,56,64,0
"9301","product_mng","medium",3,0,0,166,4,79,91,0
"9302","product_mng","medium",3,0,0,156,3,51,59,0
"9303","product_mng","medium",3,0,0,202,3,80,76,0
"9304","product_mng","medium",2,0,1,204,3,85,76,0
"9305","IT","medium",3,0,0,135,3,69,51,0
"9306","other","medium",3,0,0,252,4,55,54,0
"9307","other","medium",3,0,1,254,5,93,67,0
"9308","other","medium",3,0,0,165,5,44,68,0
"9309","other","medium",2,0,0,200,3,58,97,0
"9310","other","medium",3,0,0,155,3,74,50,0
"9311","marketing","medium",3,0,0,162,3,52,81,0
"9312","sales","medium",3,0,1,159,4,73,77,0
"9313","accounting","medium",3,0,0,266,4,75,59,0
"9314","support","medium",3,0,0,155,4,96,100,0
"9315","technical","medium",4,0,0,170,5,95,74,0
"9316","management","high",4,0,1,172,4,52,91,0
"9317","marketing","low",3,0,0,187,3,65,77,0
"9318","marketing","medium",2,0,0,185,4,98,79,0
"9319","marketing","medium",3,0,0,232,5,51,82,0
"9320","sales","low",3,0,0,260,5,96,89,0
"9321","sales","low",3,0,0,218,4,62,83,0
"9322","sales","low",3,0,0,217,4,70,72,0
"9323","sales","low",3,0,0,212,3,74,70,0
"9324","sales","low",3,0,0,189,3,89,100,0
"9325","sales","low",2,0,0,158,4,66,57,0
"9326","sales","low",2,0,0,168,5,54,55,0
"9327","sales","low",3,0,0,134,4,70,47,0
"9328","sales","low",3,0,1,213,4,77,95,0
"9329","sales","low",3,0,0,149,5,57,29,0
"9330","sales","low",2,0,0,201,3,50,71,0
"9331","sales","low",3,0,0,146,4,68,89,0
"9332","sales","low",2,0,0,212,4,97,81,0
"9333","sales","low",2,0,0,140,4,64,72,0
"9334","sales","low",3,0,0,156,4,85,100,0
"9335","sales","high",3,0,0,163,4,49,79,0
"9336","sales","low",2,0,0,154,3,84,69,0
"9337","sales","high",3,0,0,218,4,66,97,0
"9338","sales","high",2,0,0,157,3,59,61,0
"9339","accounting","low",3,0,0,222,3,89,71,0
"9340","accounting","low",3,0,1,152,4,76,96,0
"9341","accounting","high",2,0,0,263,5,73,77,0
"9342","hr","low",3,0,0,231,3,99,57,0
"9343","hr","medium",2,0,0,258,4,76,92,0
"9344","hr","high",2,0,0,213,5,92,99,0
"9345","hr","medium",3,0,0,159,3,73,86,0
"9346","technical","low",3,0,1,156,4,66,78,0
"9347","technical","low",3,0,0,235,3,66,85,0
"9348","technical","low",2,0,0,190,4,60,38,0
"9349","technical","low",2,0,0,238,4,93,63,0
"9350","technical","low",3,0,0,137,4,72,66,0
"9351","technical","low",3,0,1,171,5,79,19,0
"9352","technical","low",2,0,0,249,4,59,63,0
"9353","technical","low",3,0,0,205,6,74,32,0
"9354","technical","low",3,0,0,149,3,55,73,0
"9355","technical","low",3,0,0,139,4,89,75,0
"9356","technical","low",3,0,0,168,4,66,70,0
"9357","support","low",2,0,0,181,4,61,77,0
"9358","support","low",3,0,0,150,4,80,83,0
"9359","support","low",3,0,0,246,4,49,75,0
"9360","support","medium",3,0,0,271,3,54,97,0
"9361","support","low",3,0,0,204,5,55,75,0
"9362","support","low",4,0,0,170,3,84,66,0
"9363","support","low",3,0,0,208,3,49,56,0
"9364","support","low",3,0,0,226,2,98,77,0
"9365","support","low",3,0,0,149,3,81,82,0
"9366","support","low",2,0,0,264,2,59,85,0
"9367","support","low",2,0,0,177,5,79,49,0
"9368","technical","low",3,0,0,262,4,87,24,0
"9369","technical","low",3,0,0,211,3,74,32,0
"9370","technical","low",3,0,1,141,4,51,77,0
"9371","management","high",4,0,0,197,5,83,77,0
"9372","IT","low",3,0,1,154,3,87,93,0
"9373","IT","low",5,0,0,178,5,74,22,0
"9374","IT","low",4,0,0,169,5,89,24,0
"9375","IT","low",4,0,0,228,3,99,99,0
"9376","IT","high",3,0,0,231,3,50,61,0
"9377","product_mng","low",3,0,1,185,4,91,60,0
"9378","product_mng","low",2,0,0,195,3,70,79,0
"9379","product_mng","low",3,0,0,147,3,62,94,0
"9380","product_mng","high",3,0,0,192,5,85,18,0
"9381","IT","low",3,0,0,241,5,73,51,0
"9382","other","medium",3,0,0,151,3,92,55,0
"9383","other","high",3,0,0,221,3,74,73,0
"9384","other","medium",3,0,0,263,5,63,41,0
"9385","other","high",3,0,0,178,3,66,88,0
"9386","other","medium",5,0,0,169,5,56,23,0
"9387","marketing","medium",4,0,0,271,3,56,78,0
"9388","marketing","medium",3,0,0,155,3,69,34,0
"9389","sales","medium",4,0,0,164,2,41,51,0
"9390","accounting","medium",2,0,0,226,3,86,80,0
"9391","support","medium",2,0,1,220,4,57,66,0
"9392","technical","medium",6,0,0,153,5,63,62,0
"9393","management","medium",4,0,0,252,2,97,50,0
"9394","marketing","high",3,0,0,182,3,94,96,0
"9395","marketing","low",2,0,0,150,3,84,50,0
"9396","marketing","medium",4,0,1,273,6,69,73,0
"9397","sales","medium",5,0,0,215,6,39,47,0
"9398","sales","medium",2,0,0,172,3,83,49,0
"9399","sales","medium",2,0,0,264,3,62,92,0
"9400","sales","medium",2,0,0,158,5,39,24,0
"9401","sales","medium",4,0,0,142,4,58,61,0
"9402","sales","medium",3,0,0,137,4,89,83,0
"9403","sales","medium",3,0,0,275,4,66,88,0
"9404","sales","medium",3,0,0,245,3,55,61,0
"9405","sales","high",4,0,0,165,4,54,68,0
"9406","sales","low",4,0,1,142,4,70,51,0
"9407","sales","low",2,0,0,215,4,58,88,0
"9408","sales","low",3,0,0,240,5,84,94,0
"9409","sales","high",3,0,0,255,4,88,58,0
"9410","sales","low",3,0,0,265,4,98,63,0
"9411","sales","low",4,0,0,285,4,49,81,0
"9412","sales","low",2,0,0,238,3,86,61,0
"9413","sales","high",3,0,0,137,3,63,65,0
"9414","sales","low",5,0,0,270,3,63,67,0
"9415","sales","low",3,0,1,145,4,62,64,0
"9416","accounting","low",3,0,0,182,6,76,25,0
"9417","accounting","low",6,0,0,264,3,62,13,0
"9418","accounting","low",6,0,0,212,3,89,14,0
"9419","hr","low",3,0,0,198,5,51,74,0
"9420","hr","low",3,0,0,200,5,81,80,0
"9421","hr","medium",4,0,0,263,3,56,50,0
"9422","hr","medium",4,0,0,249,4,75,69,0
"9423","technical","low",3,0,0,212,4,53,91,0
"9424","technical","low",3,0,0,159,3,51,80,0
"9425","technical","low",3,0,0,181,3,52,93,0
"9426","technical","low",4,0,1,100,3,99,57,0
"9427","technical","low",2,0,1,218,2,58,51,0
"9428","technical","low",3,0,0,178,4,54,98,0
"9429","technical","low",3,0,0,219,4,83,85,0
"9430","technical","low",3,0,0,239,5,56,73,0
"9431","technical","low",2,0,0,255,3,90,97,0
"9432","technical","low",2,0,0,163,4,61,52,0
"9433","technical","low",2,0,0,173,3,38,31,0
"9434","support","low",3,0,0,147,3,77,49,0
"9435","support","low",4,0,1,166,4,44,81,0
"9436","support","low",2,0,0,209,5,80,52,0
"9437","support","low",3,0,0,271,5,56,69,0
"9438","support","low",4,0,1,253,3,74,70,0
"9439","support","low",2,0,0,233,4,85,65,0
"9440","support","low",2,0,0,194,2,71,54,0
"9441","support","low",2,0,0,237,2,49,57,0
"9442","support","low",2,0,0,238,4,90,78,0
"9443","support","low",3,0,0,212,4,92,99,0
"9444","support","low",3,0,0,189,5,83,57,0
"9445","technical","low",3,0,0,115,3,58,33,0
"9446","technical","low",3,0,0,159,4,58,97,0
"9447","technical","low",3,0,0,133,5,58,95,0
"9448","management","low",3,0,0,225,5,83,69,0
"9449","IT","low",5,0,0,112,2,91,97,0
"9450","IT","low",4,0,1,111,3,59,40,0
"9451","IT","low",6,0,0,178,4,71,67,0
"9452","IT","low",3,0,0,178,5,58,96,0
"9453","IT","low",4,0,1,181,2,95,49,0
"9454","product_mng","low",2,0,0,139,3,66,56,0
"9455","product_mng","low",4,0,0,177,2,78,99,0
"9456","product_mng","low",3,0,0,270,4,88,49,0
"9457","product_mng","low",3,0,0,135,4,69,53,0
"9458","IT","low",4,0,0,166,4,50,75,0
"9459","marketing","low",4,0,0,230,3,89,51,0
"9460","marketing","medium",3,0,1,163,3,90,65,0
"9461","marketing","medium",3,0,0,236,2,66,45,0
"9462","marketing","medium",4,0,1,264,3,91,98,0
"9463","marketing","medium",2,0,0,185,3,74,90,0
"9464","marketing","medium",2,0,0,253,4,62,37,0
"9465","marketing","medium",3,0,0,253,4,99,52,0
"9466","sales","medium",3,0,0,135,3,78,96,0
"9467","accounting","medium",4,0,0,182,2,70,99,0
"9468","support","medium",3,0,0,202,5,56,66,0
"9469","technical","medium",2,0,0,186,5,54,84,0
"9470","management","medium",3,0,0,163,5,87,16,0
"9471","marketing","medium",3,0,0,242,3,59,75,0
"9472","marketing","high",2,0,0,160,3,74,52,0
"9473","marketing","low",3,0,0,173,3,86,86,0
"9474","sales","medium",2,0,0,154,3,53,75,0
"9475","sales","medium",3,0,0,160,3,99,73,0
"9476","sales","medium",2,0,0,139,3,84,98,0
"9477","sales","medium",3,0,0,251,3,84,80,0
"9478","sales","low",4,0,1,176,4,48,18,0
"9479","sales","low",3,0,0,163,2,72,37,0
"9480","sales","low",4,0,0,257,3,86,97,0
"9481","sales","low",3,0,0,159,4,68,56,0
"9482","sales","low",3,0,0,183,2,65,32,0
"9483","sales","low",2,0,0,260,4,88,63,0
"9484","sales","low",3,0,0,151,6,78,36,0
"9485","sales","low",3,0,1,246,4,49,75,0
"9486","sales","low",4,0,1,160,3,86,42,0
"9487","sales","low",2,0,0,155,3,66,96,0
"9488","sales","low",6,0,0,250,5,78,62,0
"9489","sales","low",3,0,0,174,2,96,78,0
"9490","sales","low",2,0,0,262,3,89,93,0
"9491","sales","low",2,0,0,257,4,87,93,0
"9492","sales","low",2,0,0,140,4,42,45,0
"9493","accounting","medium",3,0,0,123,3,56,44,0
"9494","accounting","medium",2,0,0,264,3,55,57,0
"9495","accounting","medium",5,0,0,254,2,51,77,0
"9496","hr","medium",4,0,0,205,4,98,60,0
"9497","hr","medium",4,0,0,199,6,94,25,0
"9498","hr","medium",3,0,0,171,3,43,59,0
"9499","hr","medium",5,0,0,98,5,57,29,0
"9500","technical","low",4,0,1,166,3,95,50,0
"9501","technical","low",4,0,0,264,4,94,91,0
"9502","technical","low",2,0,0,176,3,65,78,0
"9503","technical","low",3,0,0,166,2,76,73,0
"9504","technical","low",3,0,0,169,4,59,51,0
"9505","technical","low",3,0,0,257,4,82,65,0
"9506","technical","low",4,0,0,265,3,87,25,0
"9507","technical","low",2,0,0,167,5,63,50,0
"9508","technical","low",2,0,0,134,4,58,53,0
"9509","technical","low",3,0,0,176,2,76,57,0
"9510","technical","low",3,0,0,274,5,91,77,0
"9511","support","low",3,0,0,201,3,77,94,0
"9512","support","low",4,0,0,121,3,53,50,0
"9513","support","low",4,0,0,97,3,57,47,0
"9514","support","low",4,0,0,217,4,54,92,0
"9515","support","low",3,0,0,220,3,87,90,0
"9516","support","low",4,0,0,98,2,46,54,0
"9517","support","low",3,0,0,265,5,97,58,0
"9518","support","low",3,0,0,201,3,87,95,0
"9519","support","low",3,0,0,151,3,71,52,0
"9520","support","low",3,0,0,199,4,51,83,0
"9521","support","low",3,0,0,175,4,92,54,0
"9522","technical","low",3,0,1,253,5,85,80,0
"9523","technical","low",2,0,0,183,3,57,52,0
"9524","technical","low",3,0,0,223,5,80,83,0
"9525","management","low",4,0,0,168,5,55,74,0
"9526","IT","low",2,0,0,244,5,71,87,0
"9527","IT","low",4,0,1,268,2,87,45,0
"9528","IT","low",4,0,0,218,4,72,72,0
"9529","IT","low",6,0,1,277,2,85,27,0
"9530","IT","low",2,0,1,225,5,88,51,0
"9531","product_mng","low",3,0,0,257,4,55,55,0
"9532","product_mng","low",3,0,0,170,4,69,89,0
"9533","product_mng","low",3,0,0,179,3,86,85,0
"9534","product_mng","low",2,0,0,211,4,85,29,0
"9535","IT","low",2,0,1,217,3,50,96,0
"9536","other","low",3,0,0,135,3,68,90,0
"9537","other","low",3,0,1,167,6,94,28,0
"9538","other","medium",3,0,0,189,4,98,93,0
"9539","other","medium",3,0,1,162,3,57,51,0
"9540","other","medium",3,0,0,193,3,76,97,0
"9541","other","medium",3,0,1,273,4,55,71,0
"9542","marketing","medium",5,0,0,138,6,69,52,0
"9543","sales","medium",3,0,1,237,4,84,87,0
"9544","accounting","medium",2,0,0,260,5,61,78,0
"9545","support","medium",5,0,1,149,3,82,57,0
"9546","technical","medium",3,0,0,149,4,49,34,0
"9547","management","medium",4,0,0,137,4,95,95,0
"9548","marketing","medium",3,0,0,167,5,73,72,0
"9549","marketing","medium",6,0,0,165,4,37,61,0
"9550","marketing","high",2,0,0,131,2,39,39,0
"9551","sales","low",2,0,0,138,5,59,72,0
"9552","sales","medium",3,0,1,234,4,91,86,0
"9553","sales","medium",3,0,0,141,4,67,69,0
"9554","sales","medium",3,0,1,266,4,65,50,0
"9555","sales","medium",2,0,0,134,3,68,62,0
"9556","sales","low",3,0,0,147,4,55,76,0
"9557","sales","low",4,0,0,237,4,88,97,0
"9558","sales","low",4,0,0,114,5,57,78,0
"9559","sales","low",2,0,1,166,4,89,81,0
"9560","sales","low",5,0,1,173,4,95,15,0
"9561","sales","low",3,0,1,205,3,50,72,0
"9562","sales","low",3,0,0,219,3,50,80,0
"9563","sales","low",2,0,0,173,3,74,76,0
"9564","sales","low",3,0,0,231,4,73,19,0
"9565","sales","low",2,0,0,133,5,75,75,0
"9566","sales","low",3,0,0,220,4,49,94,0
"9567","sales","low",3,0,0,158,5,59,93,0
"9568","sales","low",4,0,0,182,3,92,96,0
"9569","sales","low",5,0,0,275,6,57,14,0
"9570","accounting","low",3,0,1,237,3,71,75,0
"9571","accounting","low",4,0,0,146,5,59,60,0
"9572","accounting","low",3,0,0,144,4,48,65,0
"9573","hr","low",3,0,0,195,2,79,59,0
"9574","hr","medium",4,0,0,191,5,78,93,0
"9575","hr","medium",2,0,0,149,3,100,50,0
"9576","hr","medium",3,0,1,137,4,55,62,0
"9577","technical","medium",5,0,1,184,3,58,24,0
"9578","technical","medium",3,0,0,139,4,87,66,0
"9579","technical","medium",4,0,0,249,4,95,55,0
"9580","technical","medium",3,0,0,168,3,66,91,0
"9581","technical","medium",5,0,0,145,2,51,59,0
"9582","technical","medium",3,0,0,221,5,54,74,0
"9583","technical","medium",3,0,0,123,2,51,43,0
"9584","technical","medium",6,0,0,153,6,99,85,0
"9585","technical","medium",4,0,0,183,3,54,46,0
"9586","technical","high",3,0,0,271,4,56,48,0
"9587","technical","low",2,0,1,167,4,100,96,0
"9588","support","medium",3,0,0,177,4,90,55,0
"9589","support","medium",3,0,1,256,3,74,82,0
"9590","support","medium",4,0,0,143,3,65,24,0
"9591","support","medium",3,0,0,241,3,71,69,0
"9592","support","low",3,0,0,210,4,68,29,0
"9593","support","low",5,0,1,155,4,70,53,0
"9594","support","low",3,0,0,248,2,77,65,0
"9595","support","low",3,0,0,162,3,53,57,0
"9596","support","low",3,0,0,137,4,50,60,0
"9597","support","low",2,0,0,242,5,55,79,0
"9598","support","low",6,0,1,257,6,50,41,0
"9599","technical","low",3,0,1,245,5,72,79,0
"9600","technical","low",3,0,0,234,3,80,50,0
"9601","technical","low",2,0,0,135,4,76,80,0
"9602","management","low",2,0,0,269,5,79,61,0
"9603","IT","low",3,0,0,238,4,68,99,0
"9604","IT","low",5,0,0,101,3,86,77,0
"9605","IT","low",2,0,1,200,5,52,70,0
"9606","IT","low",4,0,0,241,3,87,55,0
"9607","IT","low",3,0,1,143,3,63,87,0
"9608","product_mng","low",2,0,1,169,3,60,97,0
"9609","product_mng","low",2,0,0,270,4,99,56,0
"9610","product_mng","low",3,0,1,246,4,81,99,0
"9611","product_mng","low",2,0,0,151,4,66,57,0
"9612","IT","low",3,0,0,227,3,84,100,0
"9613","marketing","high",3,0,1,134,3,74,97,0
"9614","accounting","high",4,0,0,155,4,54,81,0
"9615","accounting","high",3,0,0,173,5,48,76,0
"9616","IT","medium",3,0,0,134,5,55,95,0
"9617","IT","medium",2,0,0,195,3,65,81,0
"9618","management","high",4,0,0,264,3,65,80,0
"9619","marketing","medium",2,0,1,203,3,57,72,0
"9620","sales","medium",2,0,0,243,3,65,68,0
"9621","accounting","medium",5,0,1,159,6,61,21,0
"9622","support","medium",2,0,0,145,3,40,46,0
"9623","technical","medium",2,0,0,238,3,70,80,0
"9624","management","medium",2,0,0,151,4,64,57,0
"9625","marketing","high",2,0,0,205,5,57,58,0
"9626","marketing","low",3,0,0,211,4,100,91,0
"9627","marketing","medium",2,0,0,169,5,67,63,0
"9628","sales","medium",4,0,0,263,2,86,95,0
"9629","sales","medium",3,0,0,143,5,67,87,0
"9630","sales","medium",4,0,1,160,5,53,22,0
"9631","sales","low",2,0,1,142,5,65,95,0
"9632","sales","low",4,0,0,169,4,50,18,0
"9633","sales","low",3,0,0,214,5,63,87,0
"9634","sales","low",5,0,0,131,5,84,23,0
"9635","sales","low",4,0,0,213,3,69,93,0
"9636","sales","low",4,0,0,244,4,75,58,0
"9637","sales","low",3,0,1,169,4,55,68,0
"9638","sales","low",3,0,0,156,4,71,76,0
"9639","sales","low",3,0,0,161,5,84,68,0
"9640","sales","low",5,0,0,152,3,47,99,0
"9641","sales","low",2,0,0,201,3,55,64,0
"9642","sales","low",5,0,1,269,5,83,61,0
"9643","sales","low",2,0,0,242,5,50,51,0
"9644","sales","low",4,0,0,113,3,66,69,0
"9645","sales","low",2,0,0,251,3,60,85,0
"9646","sales","low",3,0,0,99,6,89,55,0
"9647","accounting","low",3,0,0,263,4,89,56,0
